Entity,Match,Matched Entity,Score
discharge medications,False,Abortion counseling,0.75072956
his albumin,False,Ainhum,0.7778085
regular insulin sliding scale,False,Minimal change disease,0.7458371
coarse respiratory sounds,False,Benign shuddering attacks,0.7776252
His graft,False,Operative wound dehiscence,0.7449382
Ascorbic acid,False,Acetonuria,0.7397272
Lansoprazole oral solution,False,Enoxaparin overdose,0.84504557
Caspofungin acetate,False,Bilat blepharospasm,0.823086
dialysis treatment,True,Renal dialysis dependence,0.85549843
Magnesium sulfate,True,Magnesium deficiency,0.86376816
Hydralazine hydrochloride,False,Left hydroxychloroquine retinopathy,0.8443978
vancomycin level,True,Hx of vancomycin resistant enterococcus,0.87420523
indwelling PermCath,False,Bilat heberdens nodes w arthropathy,0.78894734
skin graft,True,Skin graft displacement,0.9469507
open jejunostomy tube placement,True,Presence of jejunostomy,0.8651947
open left subclavian PermCath placement,False,Open left clavicle Fx,0.8270327
DDD pacer placement,False,Hx of bilat total knee arthroplasty,0.7434435
external generator,False,Penile discharge,0.7590898
abdominal repair,True,Abdominal tenderness,0.86064404
wound dehiscence of jejunostomy site,False,Wound dehiscence,0.78079563
percutaneous tracheostomy,True,Tracheostomy obstruction,0.9286463
Peptic ulcer disease,True,Chronic peptic ulcer,0.9398563
bilateral lower extremity claudication,False,Neurogenic claudication,0.81048226
chest CT scan,True,Abnl chest CT scan,0.88314724
Small cell lung cancer,True,Hx of non small cell lung cancer,0.8894401
advanced lung cancer,True,Liver cancer,0.8893744
almost a stridor,False,CAD of CABG wo angina,0.7403399
a large mediastinal mass,True,Mediastinal mass,0.8872509
last CD4 count,False,Hgb D trait,0.7123158
viral load,False,Breakthrough bleeding,0.8470467
progressive throat pain,True,Localized chest pain,0.8992045
His throat pain,True,Throat pain,0.8884888
IV penicillin,True,Penicillin antibiotic overdose,0.88136935
progressive swelling,True,Abdominal swelling,0.8528171
increasing drooling,False,Sneezing,0.75436485
the HIV medications,False,HIV 2 infection,0.7864525
low-grade temperature,False,"Burn, > 90% BSA",0.75211275
right ear pain,True,Right eye pain,0.9440632
subjective shortness of breath,False,Uterine inertia,0.7889303
whole body numbness,False,Numbness and tingling of skin,0.8276887
his throat pain,True,Throat pain,0.8884888
some Decadron,False,Right pinguecula,0.71225667
opportunistic infections,False,Opportunistic mycosis,0.8423138
his CD4 count,False,Declines lab draws,0.7260378
his vaccines,False,Plague,0.83423424
Last CD4 count,False,Hgb D trait,0.7123158
anal warts,True,Anal wart,0.8783784
rectal abscesses,True,Rectal abscess,0.9369048
throat cancer,True,Neck cancer,0.9512522
Vital Signs,False,Terminal illness,0.79151464
hoarse whisper,True,Hoarseness,0.8762174
Bilateral tonsillar hypertrophy,True,Tonsil hypertrophy,0.91013
white exudate,False,Bilat popliteal cyst,0.7928713
occluded bycerumen,False,Tonsillolith w ulceration,0.76545125
anterior cervical lymphadenopathy,True,Cervical lymphadenopathy,0.9781861
Bilateral coarse breath sounds,False,Absent bowel sounds,0.8203629
soft tissue prominence of the epiglottitis and uvula,True,Sequestrum of frontal bone,0.86580825
Fiberoptic scope,False,Vertical phoria,0.75254107
swelling of the right epiglottitis,True,Capsulitis of left tarsus,0.8613192
edema of the left supraglottitis,True,Tendinitis of right supraspinatus tendon,0.8676846
IV Decadron,False,Arthus phenomenon,0.7312399
IV Unasyn,False,Melena,0.7243186
His edema,False,Facial edema,0.8085752
his IV steroids,False,Cardiac tamponade,0.7094609
a p.o. steroid taper,False,Candida diaper rash,0.7163259
a steroid taper,False,Hx of scleral buckling w vitrectomy,0.7580556
a Medrol Dosepak,False,Bilat Adies pupil,0.76152945
his HAART regimen,False,Left Dupuytrens contracture,0.7493715
Menthol - Cetylpyridinium lozenges,True,Bilat hydroxychloroquine retinopathy,0.8560821
Augmentin XR,False,Hx of drug induced QT prolongation w torsades,0.7680001
COPD exacerbation ( emphysema ),False,Acute exacerbation of COPD,0.79330647
a pulmonary nodule in the right lower lobe,True,Cystic meniscus of left lateral anterior horn,0.8627901
the lung nodule,False,Skin nodule,0.8289012
known cardiopulmonary history,False,Congenital ventriculomegaly,0.837447
exertional chest tightness,True,Exertional chest pain,0.90045863
the chest tightness,True,Chest tightness,0.8858632
any associated nausea,False,Persistent vomiting,0.8357382
radiation of the pain,False,Chemical burn of face,0.80572546
a fast heart rate,False,Low blood pressure reading,0.7708141
a previous workup,False,Declines lab draws,0.77125233
some borderline mild pulmonary hypertension,False,Chronic pulmonary edema,0.8381894
menopausal symptoms,True,Menopausal symptoms,1.0000001
hormone replacement therapy,True,Long term thyroid hormone replacement therapy,0.88950306
difficulty sleeping,True,Difficulty walking,0.88374966
daytime sleepiness,False,Sleep wake disorder,0.8429117
elevated pillows,False,Prominent ears,0.7680017
her gastroesophageal reflux disease,True,Gastroesophageal reflux,0.8923127
Occasional paroxysmal nocturnal dyspnea,True,Paroxysmal nocturnal dyspnea,0.91754186
Occasional lower extremity edema,False,Hx of lower extremity skin ulcer,0.8438906
abdominal or urinary complaints,True,Urinary retention,0.9023324
Grave's disease,False,Acute lyme disease,0.8072673
cardiopulmonary disease,True,Extrapulmonary TB,0.9086809
herbal remedies,True,Herbal or folk remedies abuse,0.8536085
Primrose oil,False,Verruca vulgaris,0.74705696
Siberian ginseng,False,Tree nut allergy,0.67807853
wallerian root,False,Back disorder,0.7999004
scant crackles at the left base and middle field,False,Bone island of left talus,0.73797876
parasternal heave,False,Ventral hernia w obstruction,0.7780763
2+ distal pedis,False,Hx of deep lamellar endothelial keratectomy,0.8035244
left atrial hypertrophy,True,Synovial hypertrophy,0.8811896
"T wave inversions in II , III , aVF , V1 through V5",False,T wave inversion in ekg,0.82733583
new evolving right bundle-branch block,True,Bilat bundle branch block,0.8958244
the symptoms,False,Gi symptoms,0.8120508
a rule out myocardial infarction protocol,False,Transient neonatal myocardial ischemia,0.8251245
A stress thallium,False,Abnl thallium stress test,0.8267107
Further examination,False,Declines anal exam,0.79471123
a fluid bolus,False,Byssinosis,0.7632256
A rhythm check,False,Normal delivery,0.7668244
a pause of six seconds,False,Irregular periods,0.6393069
a junctional escape rhythm,True,Junctional escape beats,0.8858501
acute changes,True,Acute pain,0.86049104
Her acute bradycardic event,False,Hx of bradycardia,0.78052795
her new beta blocker,False,Beta blocker overdose,0.750178
a vagal response,False,AV junctional rhythm,0.8007021
dilated right ventricle,True,Double outlet left ventricle,0.92240816
chronic dysfunction,True,Chronic arthritis,0.887214
a pulmonary artery pressure,False,Pulmonary air leak,0.8361448
Her stress test,False,School problem,0.7785474
A CT angiogram,False,Blood transfusion reaction,0.8025546
chronic thromboembolic disease,True,Chronic thromboembolic pulmonary HTN,0.9154532
her pulmonary hypertension,False,Cerebral cancer,0.7829108
the patient 's hypotension,False,Neonatal hypoxic ischemic encephalopathy,0.8187732
any cardiac disease,False,Cardiovascular device infection,0.8283175
the patient 's Grave's disease,False,Leighs disease,0.7071021
an autoimmune process,True,"Autoimmune hemolytic anemia, unspecified",0.90429664
human immunodeficiency virus,True,Common variable immunodeficiency,0.910343
herbal medication,False,Abortion counseling,0.80684775
a vasodilation trial,False,Long term apremilast therapy,0.7729291
A right heart catheterization,True,HX of cardiac catheterization,0.87714225
A pharmacologic pulmonary vasodilator challenge,False,Abnl microbiological urine exam,0.7609352
a CT angiogram of the chest,False,Mammographic left breast mass,0.81777
pulmonary embolism protocol,True,Acute pulmonary embolism,0.9289497
intravascular filling defect,True,Neonatal disseminated intravascular coagulation,0.8599086
a right upper lobe ground-glass,False,Right orbital roof fx,0.6992507
scattered adenopathy,True,Myopathy,0.868223
left atrial hypertension,True,Longstanding persistent atrial fibrillation,0.87764555
Chronic pulmonary embolus,True,Chronic pulmonary embolism,0.94349337
Chronic lung disease,True,Secondary lung disease,0.9481268
Collagen vascular disease,True,Collagen disease,0.9542423
connective tissue disorder stigmata,True,Connective tissue disorder,0.8815167
the patient 's human immunodeficiency virus test,False,Abnl immunological finding in cerebrospinal fluid,0.7867424
a primary pulmonary hypertension,True,Chronic pulmonary edema,0.8537465
calcium channel blocker,True,Poisoning by calcium channel blocker,0.90833056
the patient 's pulmonary hypertension,False,Pulmonary filariasis,0.8227092
a Hickman catheter,False,Catheter complication,0.7898874
Flolan treatment,False,Long term Plaquenil therapy,0.8345025
an uncomfortable feeling in her chest,False,Prickly heat,0.65556693
her systolic blood pressure,False,Low blood pressure reading,0.7340529
nonsustained ventricular tachycardia,True,Ventricular bigeminy,0.85016096
these cardiovascular episodes,False,Rolandic seizures,0.7835103
the patient 's tenuous cardiovascular status,False,Chronic pulmonary insufficiency following surgery,0.7852219
clear pulmonary hypertension,True,Chronic pulmonary edema,0.8738369
very preload dependent,False,Need for continuous supervision,0.7433749
cardiac output limited,False,Cardiac injury,0.8496649
left ventricular compression,True,Left ventricular dilatation,0.9059378
the patient 's persistent hypotensive episodes,False,Neonatal hypoxic ischemic encephalopathy,0.82322216
Flolan therapy,False,Long term auranofin therapy,0.81640553
the Hickman catheter,False,Catheter complication,0.75971186
exquisitely preload dependent,False,Abnl response to nerve stimulation,0.73310626
aggressive fluids,False,Hostility,0.82977873
a systolic,False,"Combined systolic and diastolic heart failure, acute",0.775288
the patient 's urine output,False,Hx of total pancreatectomy,0.7223216
hydration therapy,False,Abortion counseling,0.7937565
her low urine output,False,Inadequate sleep hygiene,0.77486014
decreased cardiac output,True,Decreased fetal movement,0.85925686
low preload,False,Low bladder compliance,0.73382676
severe vasal sensitivity,False,Sinus node dysfunction,0.84153986
her Hickman,False,Elder neglect,0.7470354
the patient 's pulmonary pressures,False,Hx of ventricular shunt (removed),0.73545945
first bite jaw claudication,False,Excessive spacing of fully erupted teeth,0.79689515
the patient 's Flolan dose,False,HX of Damus procedure,0.7364143
Flolan overdose,True,Naproxen overdose,0.86596215
her current Flolan dose,False,Vulvar burning,0.7053263
A high resolution CT,False,Bilat low vision,0.70091987
her primary pulmonary hypertension,False,"Bronchial cancer, left main bronchus",0.7831795
a pacemaker,False,Tobacco chewer,0.7174884
her Hickman catheter,False,Catheter complication,0.7589468
A surgicel dressing,False,Acquired bilat hallux valgus w metatarsus primus varus,0.7700055
prolonged pressure,False,Periodic breathing,0.8479561
an extra stitch,False,Short cord,0.73503846
too stressed,False,Headache,0.77861786
any further bleeding events,False,Benign shuddering attacks,0.77515996
her Flolan,False,Stridor,0.7562592
the Flolan bag,False,Bilat red eyes,0.7622205
"dual-mode , dual-pacing , dual-sensing pacemaker",False,"Vertigo, non-labyrinthine",0.69230425
a lower rate,False,Declines screening,0.7907798
upper rate,False,Declines chemotherapy,0.7956521
a paced AV,False,Benign shuddering attacks,0.78747815
her Flolan therapy,False,Delayed menarche,0.77637243
Flolan teaching,False,IUD counseling,0.7972008
a primary pulmonary hypertension support group,False,Hx of portal hypertension,0.78655016
home services,False,Needs personal care assistance,0.66328984
a relatively elevated white blood cell count,False,Elevated serum chromium,0.8234607
increased urinary frequency,True,Urinary frequency,0.9363277
her Foley catheter,False,Catheter infection,0.77572083
urine culture,False,Nitrate overdose,0.82922673
levofloxacin therapy,True,Chloramphenicol antibiotic overdose,0.8563627
the antibiotic,False,ACE inhibitor overdose,0.78417265
the patient 's white blood cell count,False,Hx of cutaneous t cell lymphoma,0.78103757
a mildly elevated white blood cell count,False,White blood cell disorder,0.84263945
Levaquin therapy,False,Long term belimumab therapy,0.7926352
The patient 's BUN,False,Right TMJ pain,0.7337725
the decreased urine output,False,Elevated serum cobalt,0.829022
her preload dependence,False,Stress fx,0.765344
her urine output,False,Elevated serum cobalt,0.7660197
further gastrointestinal issues,True,Gastrointestinal tract cancer,0.8758624
the Hickman site,False,Venous lake,0.72175235
any transfusion therapy,False,Aftercare for liver transplant,0.78989214
her regular Synthroid dose,False,Elder nutritional neglect,0.76077104
a full code,False,Declines lab draws,0.77861995
FLOLAN ADMINISTRATION,False,Hx of Kaposi sarcoma,0.7043958
a Flolan dose,False,Vulvar burning,0.7582792
a 1900-01-06 - minute walk test,False,"46, XX true hermaphrodite",0.5225795
the patient 's oxygen saturation,False,Hx of chest irradiation,0.7351999
digoxin level,False,Poisoning by digoxin,0.8084123
Tylenol No. 1900-01-03,False,Adverse effect of hydroxychloroquine,0.6969092
ciprofloxacin dose,True,Enoxaparin overdose,0.85656065
CT of neck with contrast,True,HX of right breast reconstruction,0.8536335
CD4 ct,False,Hgb D trait,0.78303045
sebaceous cyst,True,Sebaceous cyst,1.0000001
not compliant,False,Near drowning,0.76153266
her meds,False,Vitamin overdose,0.702303
erythema from the midline posterior neck,True,Hemopericardium post acute MI,0.8505292
intermittent fevers,True,Malarial fever,0.863695
H. Pylori,False,H pylori infection,0.8277485
minimal palpation,False,Spastic constipation,0.8373688
Neck CT,True,Neck mass,0.8933991
1900-01-00 seg,False,CKD stage 2 (gfr 60-89),0.5673569
Bacitracin oint,False,Elevated troponin I,0.79288095
The erythematous region,False,Cutaneous lupus erythematosus,0.8452227
Repeat CT,False,Repeated falls,0.8163543
neck pain,True,Neck pain,0.9999999
neck inflammation,True,Jaw disorder,0.87824917
red swollen area,False,Localized swelling on head,0.8090907
this headache,False,Headache,0.8421483
the worst headache,False,Painful scar,0.79212177
an initial head CT scan,False,Abnl chest CT scan,0.82849544
a lumbar puncture,True,Lumbar disc herniation w myelopathy,0.87726754
1913-02-20 red blood cells,False,Fetal maternal hemorrhage in pregnancy,0.70659995
1910-12-13 red blood cells,False,Hx of testicular germ cell cancer,0.70315146
an MRI of the head,False,Previous surgery on cervix in pregnancy,0.75819695
a right posterior cerebral artery aneurysm,True,Right internal iliac artery aneurysm,0.91230476
a subarachnoid hemorrhage in the suprasellar cistern,True,Hx of subarachnoid hemorrhage,0.871426
left shoulder surgery,True,Left shoulder injury,0.90462005
"a "" minor rotator cuff tear",True,Bilat rotator cuff tear,0.8579383
gastrointestinal cancer,True,Gastrointestinal tract cancer,0.9634888
slightly painful,False,Painful scar,0.8215637
extreme flexion,False,Right hip flexor strain,0.78095937
The general examination,False,Declines anal exam,0.7394686
examination of the extremities,False,Hx of lower extremity skin ulcer,0.7948382
The sensory examination,False,Declines anal exam,0.7759525
a very slight inward pronator drift of the left hand,False,Dissociated vertical deviation,0.71518755
Finger - nose - finger testing,False,Right finger stress fx,0.74294484
heel - to - shin testing,False,Bilat leg cramps,0.6869189
Laboratory values,False,Declines chemotherapy,0.76933813
Neurological imaging,False,Optic nerve compression,0.8376343
a continued cerebral angiogram,False,Hx of colonoscopy,0.79751176
any obvious aneurysm,True,Abdominal aortic aneurysm screening,0.887239
The headache,False,Headache,0.83349806
Ventricular ectopy,True,Acquired ventriculomegaly,0.87866616
coronary artery bypass grafting x 1900-01-03,True,Biological heart valve graft complication,0.8502985
Insertion of intra-aortic balloon pump,False,Nontraumatic right rotator cuff tear,0.84828806
bilateral cardiac catheterization,True,HX of cardiac catheterization,0.90662336
Left ventriculography,False,Left ventricular diastolic dysfunction,0.84830105
Signal average EKG,False,Gait abnormality,0.6754141
double pneumonia,True,Fungal pneumonia,0.8820094
MRI scan,False,Abnl chest CT scan,0.7917975
multiple cerebral infarcts,True,Cerebral cysticercosis,0.8504716
A Holter monitor,False,Strep carrier,0.725386
ventricular ectopy,True,Acquired ventriculomegaly,0.87866616
A thallium stress test,True,Abnl thallium stress test,0.88819784
a fall in blood pressure,False,Low blood pressure reading,0.80443525
Loud S4,False,Premature beats,0.7461275
a II / VI regurgitant murmur,False,Acquired left genu recurvatum,0.710935
a pulmonary wedge pressure,False,Left radius stress fx,0.81936544
IV nitroglycerin,False,High dose glucocorticoid induced myopathy,0.8278838
Selective coronary angiography,False,Coronary artery dissection,0.8378156
an occluded right coronary artery in its midportion,True,"Chronic total occlusion of coronary artery, wo angina",0.8599347
multiple significant lesions in the LAD,False,Multiple cranial nerve palsies in sarcoidosis,0.8166287
diffuse hypokinesis,True,Chronic hypokalemia,0.8788534
the critical left main lesion,False,Chronic DVT of left popliteal vein,0.76347995
IV Heparin,True,Poisoning by heparin,0.8623714
some ventricular ectopy,False,Hx of ventriculoperitoneal shunt revision,0.84234643
Holter monitor,False,Reigers anomaly,0.77701104
multifocal ventricular ectopy,True,Ventricular bigeminy,0.8586603
some further anterolateral ST segment changes,False,Bilat age related posterior subcapsular polar cataract,0.7907091
his critical coronary anatomy,False,Great vessels cancer,0.75214016
patch placement,False,Declines procedure,0.79815274
quadruple coronary artery bypass grafting,True,Occlusion of coronary artery stent,0.90711105
a left internal mammary artery graft of the LAD,True,"CAD of internal mammary artery graft, wo angina",0.90547836
a saphenous vein snake graft to the diagonal,False,Hx of corneal patch graft,0.7676755
A paraphimosis,True,Paraphimosis,0.8784418
a ongoing sinus tachycardia,True,Inappropriate sinus tachycardia,0.91159904
occasional atrial and ventricular premature beats,True,"Atrial septal defect, secundum",0.8666606
a thrombocytopenic reaction,False,Hx of thrombocytopenia,0.84853244
a right bundle branch block,True,Right bundle branch block,0.9318278
his low left ventricular ejection fraction,False,Left ventricular dilatation,0.8494221
ACE inhibitors,True,ACE inhibitor overdose,0.89223444
significant left ventricle dysfunction,True,Congenital left ventricle diverticulum,0.89659214
monitoring of his prothrombin times and his arrhythmias,True,Elevated prothrombin time,0.86352974
brain injury,True,Nerve injury,0.9070549
atypical multiple sclerosis,True,Progressive systemic sclerosis,0.92384803
right face twitch,True,Right eye mass,0.86439604
right arm shaking,True,Right wrist drop,0.88711977
generalized tonic-clonic activity,False,Hx of postoperative delirium,0.73122346
right sided seizure activity,False,Rolandic seizures,0.8053234
an additional valium,False,Potassium overdose,0.67290246
persistent twitching in her face and right hand,False,Right brow ptosis,0.73221576
the ativan,False,Anuria,0.75367814
her facial twitching,False,Jaw disorder,0.80159545
hand twitches,False,Muscle twitch,0.76361
left sided slowing,False,Left radius Fx,0.83803576
traumatic brain injury,True,Traumatic brain injury,0.9999999
a very mild injury,False,Superficial injury,0.83140683
status epilepticus,True,Status epilepticus,1.0
one generalized seizure,False,Transient global amnesia,0.779159
some less significant seizures,False,Rolandic seizures,0.82005185
left gaze preference,False,Left talipes,0.81299835
left sided tonic-clonic activity,False,Hx of lumbar laminectomy,0.77192384
Her dilantin levels,False,Elevated fasting lipid profile,0.75372523
a third Castelluccio,False,Arnold Chiari Type 3,0.7018778
the dilantin,False,Viral exanthem,0.75758064
several dilantin levels,False,Niacin deficiency,0.79370606
the medication dose,False,Pain crisis,0.8055566
a non-trough level,False,Excessive keratinized residual ridge mucosa,0.75565726
no short-term memory,False,"Memory deficit, late effect of embolic stroke",0.7357099
atypical MS,True,Atypical mania,0.8594104
stable deficits,False,Impairment of self care,0.77337086
any flare-like episodes,False,Vulvar burning,0.7236892
multiple plaque-like lesions,False,Primary lesions of pinta,0.8095
any treatment,False,Declines procedure,0.79881644
an LP,False,Vertigo,0.7423426
seizures,True,Paralysis,0.9102442
depression,True,Schizophrenia,0.9308648
not following commands,False,Type a behavior pattern,0.7488601
incomprehensible vocalizations,False,Nasal valve incompetence,0.74333113
occasional right face twitching,False,Right eye mass,0.8313711
OCC Yeast,False,Abnl glucose,0.7590157
Sp Brown,False,RSV pneumonia,0.7953984
LG Nitrite,False,Salicylate overdose,0.7697253
CEREBROSPINAL FLUID ( CSF,True,Cerebrospinal fluid otorrhea,0.8963011
ANGIOTENSIN 1900-01-01 CONVERTING ENZYME,False,HX of cardiac catheterization,0.67222
Ernest VIRUS ( JCV ) DNA DETECTION BY POLYMERASE CHAIN REACTION ( PCR,False,Hx of Zika virus infection,0.7961115
VARICELLA DNA ( PCR,False,Varicella complication,0.707984
HERPES SIMPLEX VIRUS PCR,True,Herpes simplex type 1 infection,0.86161757
EBV - PCR,False,Fhx of protein C resistance,0.7541621
CEREBROSPINAL FLUID ( CSF ),True,Cerebrospinal fluid otorrhea,0.8963011
CYTOMEGALOVIRUS - PCR,False,Right Cytomegalovirus retinitis,0.80554557
urine cx,False,Hx of alcoholic hepatitis,0.7351077
lactobacillus,False,Pseudofolliculitis barbae,0.79765105
CSF cytology,False,Rectal disease,0.8055427
MALIGNANT CELLS,True,Chronic malignant pain,0.87749875
Reactive lymphoid cells,True,Lymphocytosis,0.8728715
prior study,False,Near drowning,0.8074186
CT HEAD,False,Colon mass,0.7974967
"moderately severe , confluent periventricular white matter hypodensity",False,Acute and fulminating melioidosis,0.77264047
prior studies,False,Institutional upbringing,0.8338676
"the "" atypical "" demyelinating process",False,Right high astigmatism,0.70431757
the prior MRI,False,Declines lab draws,0.81287766
acute intra - or extra - axial hemorrhage,False,Right acetabulum associated transverse posterior wall fx,0.84721494
shift of normally midline structures,False,Hx of scleral buckling w vitrectomy,0.7848375
mildly prominent,False,Prominent ears,0.82263327
interval loss of focal gray - white matter differentiation,True,Right multiple evanescent white dot syndrome,0.8527708
focal masses,False,Peripheral vertigo,0.8319639
"Diffuse , confluent periventricular white matter hypodensity",False,Confluent and reticulate papillomatosis,0.8453459
an underlying demyelinating process,False,Acute inflammatory demyelinating polyneuropathy,0.8355906
The markedly low - attenation,False,Hx of nocturnal hypoglycemia,0.7703363
irreversible demyelination,False,Drug induced malabsorption,0.7754377
"cavitation ("" black hole",False,"Ataxia, late effect of embolic stroke",0.6917488
lacunar infarction on a vascular basis,False,Hemolytic anemia due to unspecified enzyme deficiency,0.8455311
marked callosal atrophy,True,Vulvar atrophy,0.8845115
the MR,False,Elder neglect,0.8205197
"advanced , irreversible disease",False,Irreversible pulpitis,0.8335072
this limited non-contrast study,False,Extravasation of iv contrast media,0.79756236
an MRI with gadolinium,False,Hx of colonoscopy,0.77860975
increased T2 signal,False,DM 2 on insulin,0.7937233
demyelinating disease,True,Acute inflammatory demyelinating polyneuropathy,0.86670053
associated volume loss,True,Volume loss of lip,0.8866447
thinning of the corpus callosum,False,Delayed closure of ductus arteriosus,0.8486687
slight widening of the ventricles,False,Left ventricular dilatation,0.84372544
post-contrast images,False,Visual halos,0.778873
"a 1900-01-05 mm linear , focal area of enhancement in the left centrum semiovale",False,Elevated CA 19-9,0.5697503
1900-01-03 mm linear lesion in the left hippocampal cortex anteriorly,False,Elevated CA 27-29,0.6081407
that study,False,Fatigue,0.82127637
multiple sclerosis,True,Multiple sclerosis,1.0
apparent mass lesion,True,Lip lesion,0.8753504
changes in the overall morphology,False,Decline in functional status,0.75969976
increased T2 signal in the periventricular white matter,False,Adhesions of left TMJ,0.82250774
severe demyelinating disease,True,Chronic inflammatory demyelinating polyradiculoneuropathy,0.8753891
Enhancing lesions in the left centrum semiovale,False,Hypertrophy of left infrapatellar fat pad,0.84549224
This former lesion,False,Iris lesion,0.77183187
the current scan,False,Benign shuddering attacks,0.79368806
these enhancing lesions,False,Benign shuddering attacks,0.8409599
atypical manifestations of demyelination,False,"Apraxia, late effect of hemorrhagic stroke",0.77990806
generalized theta and delta slowing,False,T wave inversion in ekg,0.77505994
Facial twitching,False,Mouth swelling,0.84675044
the video,False,Tattoo,0.72331595
"right-sided , facial movement",False,Right facial muscle weakness,0.80355483
The background voltages,False,Right radius stress fx,0.73499286
occasionally lower,False,Absent reflex,0.79000497
additional bursts of delta slowing,False,HIGH ALTITUDE PERIODIC BREATHING,0.6939914
much faster beta rhythm,False,Repeated falls,0.7626988
INTERMITTENT PHOTIC STIMULATION,False,Abnl response to nerve stimulation,0.8102484
CARDIAC MONITOR,False,Kidney donor,0.82608473
the bursts of generalized slowing,False,Convergence excess,0.77699053
additional left-sided slowing,False,Left radius Fx,0.7370974
voltage dimunition,False,Penile discharge,0.7948965
some slowing of the background,False,Left spasm of accommodation,0.7402922
a wide-spread encephalopathy,False,Multifactorial encephalopathy,0.817137
The left sided slowing,False,Left radius Fx,0.7816924
voltage reduction,False,Copper deficiency,0.7903408
an additional dysfunction on the left side,False,Derangement of left sacroiliac joint,0.819989
wide-spread cortical dysfunction,True,Multifocal motor neuropathy,0.8704111
a structural lesion on the left,False,"Deep palmar arch laceration, right hand",0.81441677
the encephalopathy,True,Static encephalopathy,0.9028781
clear epileptiform discharges,False,Bilat epiphora due to excess lacrimation,0.79994345
the facial twitching,False,Jaw disorder,0.80018157
video observations,False,Photophobia,0.80141795
prolonged seizure,True,Periodic paralysis,0.878934
persistent twitching of right arm and face,False,Swelling of right wrist,0.8296421
complex partial seizures,True,"Epilepsy, complex partial seizures w status epilepticus",0.8667728
her seizures,False,Pain crisis,0.8176449
her underlying demyelinating disease,False,Chronic inflammatory demyelinating polyradiculoneuropathy,0.8205869
these seizures,False,Benign shuddering attacks,0.8336394
subtherapeutic dilantin levels,False,Hx of phototherapeutic keratectomy,0.8046529
her new dose,False,Breakthrough bleeding,0.75467944
Her seizure management,False,Declines chemotherapy,0.79683554
the higher doses,False,Growing pains,0.64412934
an alternate Castelluccio,False,Occipito atlanto axial vertebral stress fx,0.7186832
preexisting cognitive deficits,True,"Complex partial frontal lobe epilepsy, intractable",0.85441196
breakthrough seizures,False,Transient arthritis,0.8474469
facial twitching,False,Mouth swelling,0.84675044
new temporal lesions,True,Temporal bone fx,0.85348314
a repeat MRI,False,Repeated falls,0.8388221
Oligoclonal bands,False,Antiglomerular basement membrane nephritis,0.71353215
repeated dilantin troughs,False,"Apraxia, late effect of cerebrovascular disease",0.80764794
EBV-PCR,False,Fhx of protein C resistance,0.7541621
Ernest VIRUS ( JCV ),False,Rocio virus disease,0.7834773
DNA PCR,False,Tubal ligation,0.7083725
TOTAL EIA,False,Complete SAB,0.74524415
REFLEX TO CSF RATIO,False,"Facial weakness, late effect of ischemic stroke",0.7511785
VARICELLA DNA ( PCR ),False,Abnl chromosomal analysis finding,0.72503567
MS medications,False,Chronic pain,0.80013627
new lesions,False,Breakthrough bleeding,0.8222562
sz effects in the left temporal lobe,False,Adhesions of left TMJ,0.7942609
a new lesion,False,Lip lesion,0.8173082
her last MRI,False,Breakthrough bleeding,0.754845
malignant cells,True,Chronic malignant pain,0.87749875
oligoclonal bands,False,Antiglomerular basement membrane nephritis,0.71353215
other studies,False,Family disruption,0.7516172
OCB s).,False,MRSA carrier,0.6882591
OCB s,False,MRSA carrier,0.72562283
MS therapy,False,Chronic pain,0.81889445
her MS,False,Crystal arthritis,0.8457049
positive U/A,False,DM 1 w bilat moderate nonproliferative retinopathy,0.7300091
her altered mental status,False,"Altered mental status, unspecified",0.7643616
a swallow evaluation,False,Thumb sucking,0.7855861
Memory loss,True,Memory loss,0.9999997
zonegran dose,False,Vulvar burning,0.7389708
increased seizure frequency,False,Hyperactive gag reflex,0.8226296
new weakness,False,Breakthrough bleeding,0.8236406
new lesions in the brain,False,Hereditary disturbances in tooth structure,0.8138448
VULVAR CANCER,True,Hx of vulvar cancer,0.9331594
a perforated colon cancer,True,Traumatic colon perforation,0.8776138
subsequent CEA&apos;s,False,Fhx of barretts esophagus,0.7342416
A tumor,False,Paralysis,0.84094155
squamous cell carcinoma in situ,True,"Squamous cell carcinoma in situ, skin",0.99999994
KNOWN DRUG ALLERGIES,False,Drug allergy,0.8102554
reddish lesion,True,Lip lesion,0.9089985
her pelvic exam,False,Abnl pelvic MRI,0.83333176
STAGE II SQUAMOUS CELL CARCINOMA OF THE VULVA,True,Squamous cell carcinoma metastatic to bilat lung,0.9170421
right radical vulvectomy,True,Lumbar postlaminectomy syndrome,0.85222393
a right radical vulvectomy,True,Hx of partial gastrectomy,0.8594345
frozen section,False,Repeated falls,0.8260197
Betadine paint,False,Iron overdose,0.78211296
Off Pump Coronary Artery Bypass Grafting,True,Biological heart valve graft complication,0.8817925
vein graft to diagonal,False,Hx of corneal patch graft,0.810564
new onset chest pain,True,Localized chest pain,0.90195906
Nuclear myocardial perfusion study,True,Transient neonatal myocardial ischemia,0.8814583
a moderate fixed defect within the inferior wall,False,Instability of left sacroiliac joint,0.83007365
mild inferior wall hypokinesis,True,Acute interstitial nephritis,0.86664957
Subsequent cardiac catheterization,True,HX of cardiac catheterization,0.90518963
