Entity,Match,Matched Entity,Score
an apicovaginal lesion,True,Vaginal lesion,0.93361473
recurrent tumor,True,Recurrent pneumonia,0.919263
a central recurrence,True,Recurrent cellulitis,0.9076645
this lesion,True,Late lesion of pinta,0.9248544
her local cancer recurrence,True,"Recurrent vulvar cancer, unspecified site",0.9014907
anicteric sclerae,True,Balos concentric sclerosis,0.9328909
slightly relaxed inferoorbital wall,True,Bilat periorbital pain,0.9072442
I / VI systolic ejection murmur at the base,True,Right ventricular systolic dysfunction,0.91085327
nonpitting edema up to the knees,True,Hx of angioedema,0.91363955
a mixed mesodermal cancer at the vaginal apex,True,"Desmoplastic melanoma, unspecified site",0.916711
An abdominal wall hernia,True,Abdominal hernia,0.9542813
steroid-treated polymyalgia rheumatica,True,"Steroid responder open angle glaucoma, bilat eyes",0.93555856
high cholesterol,True,Hypercholesterolemia,0.9468575
bilateral foot ulcers,True,Pressure ulcer of left foot stage 3 (full thickness skin loss),0.9508333
"an evaluated blood urea nitrogen , and creatinine , and potassium",True,Elevated serum creatinine,0.8840866
worsening foot pain,True,Chronic left foot pain,0.9167668
ulcers,True,Ulcer of artery,0.9377506
his worsening blood glucose,True,"Pressure ulcer of left hip stage 4 (muscle, tendon, or bone)",0.8916085
His foot ulcers,True,"Pressure ulcer of left toes, stage 2 (partial thickness skin loss)",0.93814194
pain in his feet,True,Chronic right foot pain,0.9303913
the ulcerations,True,Labial ulceration,0.9406258
peaked T waves,True,Elevated TSH,0.89134353
foamy urine,True,Bulky stool,0.9263525
flank pain,True,Flank pain,1.0000002
urinary hesitancy,True,Urinary hesitancy,1.0
a 10-pound weight loss,True,Intentional weight loss,0.85981727
hoarseness,True,Hoarseness,1.0000002
Polymyalgia rheumatica,True,Polymyalgia rheumatica,0.99999976
Benign prostatic hypertrophy,True,Prostate hyperplasia,0.94703877
Lower extremity edema,True,Hx of lower extremity skin ulcer,0.91906095
Type 1900-01-01 diabetes,True,Type 1 MI,0.8611969
type 1900-01-02 diabetes,True,Type 1 MI,0.86832255
A 2024-06-02 systolic murmur at the upper sternal border,False,COVID-19 disease,0.837051
faint lower lobe crackles on the left,True,Plica syndrome of left knee,0.912745
costovertebral angle tenderness,True,Bilat sternoclavicular joint pain,0.9032702
a dry crusted ulcer,True,"Chronic ulcer of buttock, unspecified depth",0.9325398
the right foot dry crusted ulcer,True,"Ulcer of right foot, unspecified depth",0.95815444
new onset renal failure,True,Renal failure,0.95491266
RENAL FAILURE,True,Renal failure,0.9999999
prerenal,True,"Medullary adrenal insufficiency, unspecified",0.90116596
mild right-sided renal artery stenosis,True,Congenital right renal artery stenosis,0.9494666
cardiogenic shock,True,Cardiogenic shock,1.0000001
severe peripheral vascular disease,True,Secondary peripheral vascular disease,0.9626566
some nonsustained ventricular tachycardia,True,Presence of biventricular cardiac pacemaker,0.9277454
sustained ventricular tachycardia,True,"Ventricular tachycardia, monomorphic",0.9871457
apneic,True,Apnea,0.95755315
His nonsustained ventricular tachycardia,True,Presence of biventricular cardiac pacemaker,0.9170848
elevated troponins,True,Elevated troponin I,0.9780861
an ischemic event,True,"Acute stroke due to ischemia, unspecified type and artery",0.9414544
the patient 's acute illness,True,Convalescence after chemotherapy,0.887102
a second ischemic event,True,"Acute stroke due to ischemia, unspecified type and artery",0.92144454
a low cardiac output,True,Cardiogenic shock,0.90104324
Staphylococcus aureus,True,Staphylococcal scalded skin syndrome,0.9464675
bilateral Staphylococcus pneumonia,True,Right staphylococcal hypersensitivity keratopathy,0.9796786
a bilateral Staphylococcus pneumonia,True,Right staphylococcal hypersensitivity keratopathy,0.9742683
"RIGHT OCCIPITAL , CEREBRAL INFARCTION",True,Right occipital fx,0.95807576
"Right occipital , cerebral infarction",True,Right occipital fx,0.95807576
Old inferior wall myocardial infarction,True,Silent myocardial ischemia,0.9397499
noninsulin dependent diabetes mellitus,True,Neonatal diabetes mellitus,0.9145131
acute blurry vision on the left side,True,Right sudden visual loss,0.9345466
blurred vision,True,Blurred vision,1.0
change of vision,True,Blurred vision,0.9183827
The blurred vision,True,Blurred vision,0.9411064
The same blurred vision,True,Blurred vision,0.90564996
any nausea,True,Vomiting,0.8852191
ataxia,True,Ataxia,0.9999999
speech deficits,True,Cognitive deficit in communication skills,0.93756056
sensory deficits,True,Sensory integration disorder,0.924299
frontal headaches,True,Tension headache,0.9331135
a tight neck,True,Painful scar,0.88948727
any drug allergies,True,Drug allergy,0.9445508
new episodes,True,Recurrent pneumonia,0.8982885
bladder papilloma,True,Papilloma,0.9626982
significant heart murmur,True,Heart murmur,0.93705285
minimal blurred vision in left upper quadrant,True,Right sudden visual loss,0.9288156
mild terminal nystagmus,True,Downbeat nystagmus,0.9636416
slightly slow,True,Elevated CEA,0.88556725
conduction hearing on the left side,True,Right conductive hearing loss w left side unrestricted hearing,0.9506195
mild weakness on the left side,True,Weakness of left arm,0.9494925
slightly clumsy bilaterally,True,Left wrist drop,0.88526875
decreased vibratory sense in the distal lower extremities,True,Bilat vestibular function disorder,0.9023424
"Q-waves in leads II , III and AVF",True,T wave inversion in ekg,0.89162767
right lower occipital low-density area,True,Right occipital fx,0.96020746
subacute right lateral occipital lobe infarction,True,Complex partial occipital lobe epilepsy,0.9328447
decreased flow related enhancement in the left posterior communicating artery,True,"Left arm artery stenosis, unspecified symptoms",0.8736077
decreased flow,True,Elevated CEA,0.9030728
minimal carotid disease,True,Bilat carotid artery dissection,0.93310857
significant arrhythmias,True,Cardiac arrhythmia,0.97300357
small wedge-shaped visual field defect in right eye,True,Right arcuate visual field defect,0.9494138
retinal lesion,True,Retinal deposits,0.9623843
segmental left ventricular dysfunction,True,Chronic left ventricular systolic dysfunction,0.94249713
moderately impaired,True,Impaired swallowing,0.9083077
pulmonary insufficiency,True,Respiratory insufficiency,0.97643375
tricuspid insufficiency,True,Tricuspid valve stenosis,0.9621755
mitral insufficiency,True,Mitral valve stenosis,0.9585497
aortic insufficiency,True,Aortic valve stenosis,0.95268995
a right occipital cerebral infarction,True,Complex partial occipital lobe epilepsy,0.94752127
embolic strokes,True,Cerebral embolism,0.95156044
too low,True,Elevated AST,0.87391347
This moving sense,True,Right tunnel vision,0.87048185
a mild vestibular dysfunction,True,Left vestibular function disorder,0.9470186
his continuing hematuria,True,Gross hematuria,0.95305324
three myocardial infarctions,True,Postmyocardial infarction syndrome,0.9273608
narrowing,True,Bleeding,0.8753861
Myocardial infarction x3,True,Postmyocardial infarction syndrome,0.95762503
Systemic lupus erythematosus,True,Cutaneous lupus erythematosus,0.97227526
Mitral valve regurgitation,True,Mitral valve regurgitation,1.0000002
pp,True,Deaf,0.94469416
pps,True,PPD positive,0.9113348
PPS,True,PPD positive,0.9113348
worsening gastric distress,True,Acute gastric erosion,0.9315504
epigastric pressure,True,Epigastric abdominal rigidity,0.9246883
coffee ground material,True,Black piedra,0.9107803
Hyperthyroid disease,True,Hyperthyroidism,0.9930227
ST wave inversions,True,T wave inversion in ekg,0.9151055
early R wave progression,True,Left pupil function abnormality,0.87073696
acute GI bleed,True,Vomiting after GI surgery,0.9183489
Gastrointestinal bleed,True,Gastrointestinal tract cancer,0.9701126
rigors,True,Paralysis,0.901953
euphoric,True,Exophoria,0.9490451
Medium hiatal hernia,True,Hiatal hernia,0.97738385
Barrett's esophagus,True,Barretts esophagus w dysplasia,0.9335729
erosion of the gastroesophageal junction,True,Gastroesophageal reflux,0.95938027
granularity,True,Trabeculated bladder,0.88054496
congestion of the antrum,True,Acute dilatation of stomach,0.9241835
Erosions in the antrum and pre-pyloric region,True,Chronic antral gastritis w hemorrhage,0.91477454
congestion of the anterior bulb and posterior bulb,True,Right bartholins gland abscess,0.9040824
duodenitis,True,Duodenitis,1.0
transfusion reaction episode,True,Blood transfusion reaction,0.9663671
myocardial damage,True,Subendocardial ischemia,0.9465487
loss of R wave progression,True,Hx of retinal branch vein occlusion,0.89730924
Q waves in leads III,True,T wave inversion in ekg,0.90443265
AVF,True,HIV positive,0.91034544
anteroseptal myocardial infarction,True,"Endocardial cushion defect, unspecified",0.8930849
The myocardial infarction,True,Postmyocardial infarction syndrome,0.94944274
demand ischemia,True,Demand ischemia,1.0000002
acute hematocrit drop,True,Precipitous hematocrit drop,0.9441217
blood transfusion reaction,True,Blood transfusion reaction,1.0000001
risk of gastrointestinal bleeding,True,Burn of gastrointestinal tract,0.9332471
Single mental status change,True,Decline in functional status,0.8898872
METASTATIC CANCER TO THE LIVER,True,Metastatic cancer to eye,0.9666185
Metastatic cancer to the liver,True,Metastatic cancer to eye,0.9666185
rectal carcinoma,True,Rectal cancer,0.97184813
premature ventricular contractions,True,Premature ventricular beats,0.9745308
right hemidiaphragmatic paralysis,True,Right iliohypogastric neuritis,0.9193194
a large liver mass,True,Liver nodule,0.92899096
poorly differentiated neoplasm,True,"Benign neoplasm, facial bones",0.952466
metastatic rectal discontinued,True,Cancer metastatic to rectosigmoid colon,0.95934737
frequent ectopic beats,True,Atrial ectopic tachycardia,0.909583
mild epigastric and right upper quadrant tenderness,True,"Epigastric swelling, mass, or lump",0.93916357
the patient &apos;s extreme obesity,False,Relational problems w in-laws,0.84595865
a peripheral neuropathy,True,Peripheral neuropathy,0.9690937
decreased sensation in the lower extremities,True,Left lower leg joint pain,0.9034457
decreased strength in the upper and lower extremities,True,Right posterior lower leg muscle strain,0.9044433
right hemidiaphragmatic elevation,True,Diaphragmatic hernia w gangrene,0.9187162
trigeminy,True,Left Freys trigeminal nerve syndrome,0.92564803
a 1905-06-22 cc. blood loss,True,COVID-19 disease,0.853372
his underlying medical condition,True,Mood disorder due to another medical condition w depressive features,0.8880327
increasing head circumference,True,Abnl increase in body height,0.87627393
bruising,True,Anus blister,0.91707504
oligohydramnios,True,Oligohydramnios,1.0
spontaneous onset of labor,True,Failed mechanical induction of labor,0.936922
antepartum maternal fever,True,Antepartum eclampsia,0.9415817
fetal tachycardia,True,Neonatal tachycardia,0.97485185
a caput,True,Black piedra,0.9162873
the increased bleeding,True,Anemia due to blood loss,0.88212824
swelling of the scalp tissue,True,Swelling of bilateral ear,0.94858396
nasal flaring,True,Nasal congestion,0.91607195
nonicteric,True,Anhedonia,0.8647852
small mass,True,Small kidney,0.93896353
extracranial soft tissue swelling,True,Intracranial sinus phlebitis,0.9308859
gross intraparenchymal hemorrhage,True,"Segmental hemangioma, perineum w PELVIS syndrome",0.9039068
a small bilateral occipital subdural hemorrhage,True,Complex partial occipital lobe epilepsy,0.9426017
significant subgaleal hematoma,True,Subgaleal hemorrhage,0.95605737
inborn coagulopathy,True,Coagulation defect in pregnancy,0.95565116
critical anemia,True,Chronic anemia,0.9499794
the subgaleal hemorrhage,True,Subgaleal hemorrhage,0.9825366
an initial murmur,True,Innocent murmur,0.8956176
severe anemia,True,Chronic anemia,0.9523078
the subgaleal bleed,True,Right conjunctival scar,0.91552985
an elevated PTT level,True,Presence of PICC line,0.91587377
the intracranial hemorrhage,True,Traumatic intracranial hemorrhage,0.97288406
significant subgaleal bleed,True,Subgaleal hemorrhage,0.9169637
a small subdural hemorrhage,True,Subdural hematoma due to birth trauma,0.9453514
the subdural hematoma,True,Traumatic subdural hematoma,0.9799579
interventricular hemorrhage,True,Intraventricular hemorrhage due to birth trauma,0.97162306
Factor 1900-01-08 deficiency,True,COVID-19 disease,0.85886395
Subgaleal hemorrhage,True,Subgaleal hemorrhage,0.9999999
Small occipital subdural hemorrhage,True,Intracranial subdural abscess,0.9240972
Right shoulder instability,True,Right shoulder injury,0.9679101
abduction external rotation injury,True,Flexion deformity,0.9124986
inability to sleep,True,Difficulty feeding self,0.91780597
Mild pain,True,Generalized pain,0.92378247
Laxity,True,Pallor,0.89727545
markedly positive apprehension sign on the right,True,Adverse effect of expectorant,0.88080984
multiple infectious disease issues,True,Infectious disease carrier,0.9449351
his chest wound,True,Right ear laceration,0.9258483
multiple sources of yeast,True,Hx of bacterial infection,0.8892616
his only yeast source,True,Hx of CNS infection,0.87963057
casts in his urine,True,Urinary crystal,0.88753986
open jejunostomy tube dehiscence site,True,Presence of jejunostomy,0.9716577
infected chest wound,True,Bacterial infection,0.91076934
his midabdominal incision,True,Intraabdominal hernia w gangrene,0.92739224
His chest incision,True,Open wound of right chest wall,0.9251107
coarse respiratory sounds,True,Respiratory abnormality,0.88059956
wound dehiscence of jejunostomy site,True,Traumatic jejunum perforation,0.9411676
Peptic ulcer disease,True,Acute peptic ulcer,0.9785241
bilateral lower extremity claudication,True,Right leg ischemic limb pain,0.9271034
asbestosis,True,Asbestosis,1.0
Small cell lung cancer,True,"Small cell carcinoma lung, unspecified site",0.9451952
advanced lung cancer,True,"Nonsmall cell cancer lung, unspecified site",0.9076866
almost a stridor,True,Raynauds disease w gangrene,0.90697545
a large mediastinal mass,True,Mediastinal mass,0.9458015
progressive throat pain,True,Throat pain,0.9436176
His throat pain,True,Throat pain,0.9445138
progressive swelling,True,Head swelling,0.91990805
increasing drooling,True,Mouth soreness,0.8712685
low-grade temperature,True,Colloid milium,0.86949384
right ear pain,True,Right eye pain,0.9721798
subjective shortness of breath,True,Dyspnea,0.8948933
whole body numbness,True,Numbness of skin,0.93447614
his throat pain,True,Throat pain,0.9445138
supraglottitis,True,Supraglottitis,1.0
opportunistic infections,True,Opportunistic mycosis,0.96081245
anal warts,True,Anal wart,0.9736619
rectal abscesses,True,Rectal abscess,0.98718345
throat cancer,True,Throat clearing,0.94293165
hoarse whisper,True,Hoarseness,0.92525834
drooling,True,Drowsiness,0.8960104
trismus,True,Trismus,0.9999997
Bilateral tonsillar hypertrophy,True,Tonsil hypertrophy,0.9649515
white exudate,True,Retinal exudates,0.9201577
occluded bycerumen,True,Ureteral occlusion due to external compression,0.9121137
anterior cervical lymphadenopathy,True,Cervical lymphadenopathy,0.9678101
Bilateral coarse breath sounds,True,Left mechanical ptosis,0.8995217
soft tissue prominence of the epiglottitis and uvula,True,Epibulbar dermoid,0.9191445
epiglottitis,True,Acute epiglottitis,0.98083013
swelling of the right epiglottitis,True,Right upper and lower eyelid eczema,0.91345006
narrow,True,Canities,0.8713732
edema of the left supraglottitis,True,Bursitis of left suprapatellar bursa,0.93468034
Epiglottitis,True,Acute epiglottitis,0.98083013
His edema,True,Pulmonary edema,0.9279585
COPD exacerbation ( emphysema ),True,"CHF exacerbation, unspecified",0.9504104
a pulmonary nodule in the right lower lobe,True,Subcutaneous nodule of right lower leg,0.9541838
the lung nodule,True,Pulmonary nodule,0.954456
known cardiopulmonary history,True,Primary extrapulmonary coccidioidomycosis,0.90969753
exertional chest tightness,True,Exertional chest pain,0.96984935
the chest tightness,True,Chest tightness,0.9544569
any associated nausea,True,Nausea and vomiting,0.900464
radiation of the pain,True,Poisoning by analgesic,0.9028576
a fast heart rate,True,Slow weight gain,0.8763312
some borderline mild pulmonary hypertension,True,Restrictive lung mechanics due to kyphoscoliosis,0.8963661
menopausal symptoms,True,Menopausal symptoms,1.0
difficulty sleeping,True,Difficulty walking,0.95767
daytime sleepiness,True,Sleep wake disorder,0.93272144
her gastroesophageal reflux disease,True,Gastroesophageal reflux,0.96058613
Occasional paroxysmal nocturnal dyspnea,True,Paroxysmal nocturnal dyspnea,0.963534
Occasional lower extremity edema,True,Left leg peripheral nerve entrapment,0.9221794
abdominal or urinary complaints,True,Urinary bladder pain,0.9413783
Grave's,True,Picks disease,0.8799147
Grave's disease,True,Pagets disease of skull,0.8916628
cardiopulmonary disease,True,Bronchopulmonary dysplasia,0.9371453
scant crackles at the left base and middle field,True,Osteolysis of left distal clavicle,0.90756935
parasternal heave,True,Bilat posterior subcapsular cataract,0.9119714
left atrial hypertrophy,True,Right ventricular hypertrophy,0.9756132
"T wave inversions in II , III , aVF , V1 through V5",True,T wave inversion in ekg,0.94808686
new evolving right bundle-branch block,True,Right bundle branch block,0.9426582
the symptoms,True,Mood swings,0.89883757
obtunded,True,Obstipation,0.89344454
nauseous,True,Persistent miosis,0.8964796
presyncopal,True,Syncope and collapse,0.8966867
pressure,True,Injury,0.92246056
a pause of six seconds,True,Popping of bilat knees,0.8652465
a junctional escape rhythm,True,Junctional escape beats,0.9719541
acute changes,True,Acute MI,0.93532795
Her acute bradycardic event,True,AV junctional bradycardia,0.93762445
a vagal response,True,Vagal nerve stimulator complication,0.91785324
dilated right ventricle,True,Left ventricular dilatation,0.9521275
chronic dysfunction,True,Somatic dysfunction,0.94790924
chronic thromboembolic disease,True,Chronic thromboembolic pulmonary HTN,0.9699641
her pulmonary hypertension,True,Hypertension due to kidney transplant,0.9231608
the patient 's hypotension,True,Hypotension due to hemodialysis,0.93377256
any cardiac disease,True,Heart disease in pregnancy,0.8859663
the patient 's Grave's disease,True,Adult child of alcoholic,0.8687955
an autoimmune process,True,Autoimmune disorder,0.9635015
sarcoidosis,True,Sarcoidosis,1.0000002
human immunodeficiency virus,True,Common variable immunodeficiency,0.8948736
intravascular filling defect,True,Pelvic blood vessel injury,0.91355336
a right upper lobe ground-glass,True,Superficial foreign body of right chest wall,0.91741383
scattered adenopathy,True,Adenoid disease,0.94104546
left atrial hypertension,True,Hypertensive heart disease,0.9529999
Chronic pulmonary embolus,True,Chronic pulmonary embolism,0.9946002
Chronic lung disease,True,Restrictive lung disease,0.9499359
Collagen vascular disease,True,Collagen disease,0.95105904
connective tissue disorder stigmata,True,Connective tissue disease w systemic involvement,0.9368402
a primary pulmonary hypertension,True,Labile hypertension,0.9270634
the patient 's pulmonary hypertension,True,Acute pulmonary insufficiency following nonthoracic surgery,0.9048382
an uncomfortable feeling in her chest,True,Localized swelling on chest wall,0.895821
nonsustained ventricular tachycardia,True,Presence of biventricular cardiac pacemaker,0.9297199
these cardiovascular episodes,True,Psychogenic cardiovascular disorder,0.912776
the patient 's tenuous cardiovascular status,True,Hysterical cataplexy,0.8859782
clear pulmonary hypertension,True,Hx of portal hypertension,0.9375373
very preload dependent,True,Left atonic pupil,0.9012067
cardiac output limited,True,Hx of heart transplant,0.8876715
left ventricular compression,True,Left ventricular dilatation,0.9456608
the patient 's persistent hypotensive episodes,True,Epigastric rebound abdominal tenderness,0.89497066
exquisitely preload dependent,True,Bilat age related hypermature cataract,0.8694438
her low urine output,True,BPH w urinary urgency,0.9048486
decreased cardiac output,True,Cardiogenic shock,0.8860552
low preload,True,Low bladder compliance,0.884076
severe vasal sensitivity,True,Renal anasarca,0.91306126
first bite jaw claudication,True,Neurogenic claudication,0.9193163
Flolan overdose,True,Lithium overdose,0.939453
her primary pulmonary hypertension,True,Right renal artery hyperplasia,0.9195316
too stressed,True,Growing pains,0.89010185
any further bleeding events,True,"Thrombosis due to device, implant or graft",0.8657174
a relatively elevated white blood cell count,True,"Thrombocytosis, unspecified",0.8995952
increased urinary frequency,True,Urinary frequency,0.9706537
enterococcus,True,Enterococcus infection,0.9833622
a mildly elevated white blood cell count,True,"Thrombocytopenia, unspecified",0.891033
the decreased urine output,True,Body fluid retention,0.9000772
her preload dependence,True,Niacin deficiency,0.89354575
further gastrointestinal issues,True,Gastrointestinal tract cancer,0.9557468
sebaceous cyst,True,Sebaceous cyst,0.9999999
infected,True,Pneumonia,0.9584553
Cyst,True,Oral cyst,0.9542991
not compliant,False,Noncompliant bladder,0.8419839
erythema from the midline posterior neck,True,Nonbullous erythema multiforme,0.9315374
intermittent fevers,True,Fever w chills,0.9099342
H. Pylori,True,H pylori infection,0.9592546
erthyema,True,Erythrasma,0.92915815
abcess,True,Abscess,0.9299301
The erythematous region,True,Nonbullous erythema multiforme,0.9504697
fascitis,True,Fasciitis,0.9820063
neck pain,True,Neck pain,0.9999997
neck inflammation,True,Head swelling,0.9435754
red swollen area,True,Localized swelling on back,0.9128727
temperature,True,Confusion,0.921713
this headache,True,Tension headache,0.92507064
the worst headache,True,Nasal pain,0.8861324
a right posterior cerebral artery aneurysm,True,Right superficial temporal artery aneurysm,0.96752274
a subarachnoid hemorrhage in the suprasellar cistern,True,Traumatic subarachnoid hemorrhage,0.9837896
"a "" minor rotator cuff tear",True,Right rotator cuff tear,0.95700115
osteophytes,True,Osteomalacia,0.94137824
gastrointestinal cancer,True,Gastrointestinal tract cancer,0.98774505
aneurysms,True,Peripheral artery aneurysm,0.95792276
slightly painful,True,Tetany,0.88659894
a very slight inward pronator drift of the left hand,True,Right lower age related entropion,0.8951957
any obvious aneurysm,True,Congenital aneurysm,0.9317476
The headache,True,Tension headache,0.9141671
Ventricular ectopy,True,Ventricular flutter,0.94414896
Cardiomegaly,True,Cardiomegaly,1.0000002
Paraphimosis,True,Paraphimosis,1.0
Pericarditis,True,Viral pericarditis,0.9728584
double pneumonia,True,Double kidney,0.940035
multiple cerebral infarcts,True,"Acute stroke of basal ganglia, unspecified type and artery",0.9221064
ventricular ectopy,True,Ventricular flutter,0.94414896
a fall in blood pressure,True,Low blood pressure reading,0.9110164
Loud S4,True,Elevated TSH,0.88216984
a II / VI regurgitant murmur,True,Rheumatic pulmonary valve regurgitation,0.89396024
an occluded right coronary artery in its midportion,True,Occlusion of coronary artery stent,0.9450649
multiple significant lesions in the LAD,True,Multiple pulmonary nodules,0.9116086
diffuse hypokinesis,True,Atypical lobular hyperplasia of bilat breasts,0.9063567
the critical left main lesion,True,"Left arm artery stenosis, unspecified symptoms",0.910072
some ventricular ectopy,True,Supraventricular premature beats,0.94464713
multifocal ventricular ectopy,True,Left ventricular mural thrombus,0.90383697
some further anterolateral ST segment changes,True,Right tarsal Fx,0.885942
his critical coronary anatomy,True,Acquired coronary artery fistula,0.91070044
A paraphimosis,True,Paraphimosis,0.9657852
a ongoing sinus tachycardia,True,Inappropriate sinus tachycardia,0.9773693
occasional atrial and ventricular premature beats,True,Presence of biventricular cardiac pacemaker,0.94636947
a thrombocytopenic reaction,True,Primary thrombocytopenia,0.95554423
a right bundle branch block,True,Right bundle branch block,0.97560906
his low left ventricular ejection fraction,True,Left ventricular diastolic dysfunction,0.9359392
significant left ventricle dysfunction,True,Left ventricular dilatation,0.9476375
brain injury,True,Brain death,0.934945
atypical multiple sclerosis,True,Progressive relapsing multiple sclerosis,0.94055367
right face twitch,True,Right red eye,0.93306386
right arm shaking,True,Right wrist drop,0.9591259
generalized tonic-clonic activity,True,Clonic epilepsy,0.93517685
right sided seizure activity,True,Focal motor seizure,0.9286255
persistent twitching in her face and right hand,True,Localized swelling on right lower leg,0.9144305
her facial twitching,True,Right facial muscle weakness,0.920725
hand twitches,True,Right hand muscle strain,0.9035299
left sided slowing,True,Left eye displacement,0.91076446
traumatic brain injury,True,Traumatic brain injury,1.0000001
a very mild injury,True,Transient heat fatigue,0.9029355
status epilepticus,True,Status epilepticus,1.0000001
one generalized seizure,True,Focal motor seizure,0.90419275
some less significant seizures,True,"Rolandic seizures, w status epilepticus",0.90597475
left gaze preference,True,Left eye displacement,0.92382884
left sided tonic-clonic activity,True,Clonic epilepsy,0.94013226
a non-trough level,True,Hx of aspirin sensitive asthma w nasal polyp,0.8834752
no short-term memory,True,"Memory deficit, late effect of nontraumatic intracerebral hemorrhage",0.886035
atypical MS,True,Hx of atypical hyperplasia of breast,0.91100156
stable deficits,True,Cognitive disorder,0.89867246
any flare-like episodes,True,Relapsing fever,0.87684524
multiple plaque-like lesions,True,Multiple pulmonary nodules,0.89363664
not following commands,True,Stumbling gait,0.8699262
incomprehensible vocalizations,False,Mixed receptive expressive language disorder,0.8479555
occasional right face twitching,True,Right upper arm pain,0.9238761
cryptococcus,True,Cryptococcal pneumonia,0.9690899
lactobacillus,True,Lactococcus infection,0.9234226
MALIGNANT CELLS,True,Neoplasm,0.9300463
Reactive lymphoid cells,True,Lymphocele,0.9288361
"moderately severe , confluent periventricular white matter hypodensity",True,Confluent and reticulate papillomatosis,0.91302305
"the "" atypical "" demyelinating process",True,Atypical depression,0.90837026
acute intra - or extra - axial hemorrhage,True,Right eye laceration w intraocular tissue prolapse,0.8870836
shift of normally midline structures,True,Bilat nipple fissures,0.9031941
mildly prominent,True,Prominent ears,0.9232317
interval loss of focal gray - white matter differentiation,True,Left age related cortical cataract,0.8974972
focal masses,True,Lobar pneumonia,0.9092765
"Diffuse , confluent periventricular white matter hypodensity",True,Confluent and reticulate papillomatosis,0.9383013
an underlying demyelinating process,True,Acute inflammatory demyelinating polyneuropathy,0.9333912
The markedly low - attenation,True,Right scintillating scotoma,0.8547919
irreversible demyelination,True,"Central demyelination, corpus callosum",0.93058044
"cavitation ("" black hole",True,Pseudo-Cushing syndrome due to alcohol,0.87003803
lacunar infarction on a vascular basis,True,Late effect of lacunar stroke,0.93652785
marked callosal atrophy,True,Corticobasal degeneration,0.9226022
"advanced , irreversible disease",True,Rapidly progressive nephritic syndrome w focal segmental glomerular lesions,0.88636607
increased T2 signal,True,Elevated LDH,0.90769494
demyelinating disease,True,Demyelinating CNS disease,0.95887905
associated volume loss,True,Volume loss of lip,0.9441245
thinning of the corpus callosum,True,Absent corpus callosum,0.94433606
slight widening of the ventricles,True,Bilat atrial enlargement,0.88637096
"a 1900-01-05 mm linear , focal area of enhancement in the left centrum semiovale",True,Abnl size of teeth,0.86171716
1900-01-03 mm linear lesion in the left hippocampal cortex anteriorly,True,HX of Glenn shunt,0.85863894
multiple sclerosis,True,Multiple sclerosis,1.0000001
apparent mass lesion,True,Liver lesion,0.89640105
changes in the overall morphology,True,Changes in bilat breast skin,0.9034909
increased T2 signal in the periventricular white matter,True,Relaxation of pelvis,0.8852491
severe demyelinating disease,True,Chronic inflammatory demyelinating polyradiculoneuropathy,0.9583772
Enhancing lesions in the left centrum semiovale,True,"Bone lesion, left lower leg",0.89207214
This former lesion,True,Late lesion of pinta,0.90147394
these enhancing lesions,True,Liver lesion,0.86916023
atypical manifestations of demyelination,True,Acute transverse myelitis in demyelinating CNS disease,0.90992546
generalized theta and delta slowing,True,Tonic epilepsy,0.8793614
Facial twitching,True,Facial edema,0.9334575
"right-sided , facial movement",True,"Acoustic nerve cancer, left side",0.90910757
occasionally lower,True,Tetany,0.9047658
additional bursts of delta slowing,True,Poisoning by alpha agonist,0.88236284
much faster beta rhythm,True,Poisoning by beta agonist,0.89878607
the bursts of generalized slowing,True,Spasmodic croup,0.8896044
additional left-sided slowing,True,"Cortical blindness, left brain",0.9021925
voltage dimunition,True,Junctional escape beats,0.88834417
some slowing of the background,True,Effects of vibration,0.87768257
a wide-spread encephalopathy,True,Multifactorial encephalopathy,0.9362806
The left sided slowing,True,Left eye displacement,0.9130439
voltage reduction,True,Reduced mobility,0.8903144
an additional dysfunction on the left side,True,Dysfunction of left hand,0.92174774
wide-spread cortical dysfunction,True,Left age related cortical cataract,0.93750525
a structural lesion on the left,True,"Bone lesion, left forearm",0.914394
the encephalopathy,True,Encephalopathy,0.97019804
clear epileptiform discharges,True,"Epilepsy, complex partial seizures w status epilepticus",0.9286927
the facial twitching,True,Facial edema,0.9060025
prolonged seizure,True,Acute MI,0.9231097
persistent twitching of right arm and face,True,Weakness of right arm,0.9317521
complex partial seizures,True,"Epilepsy, complex partial seizures w status epilepticus",0.9477653
her seizures,True,Infantile spasms,0.89933443
her underlying demyelinating disease,True,Demyelinating CNS disease,0.92471594
these seizures,True,Infantile spasms,0.91456354
subtherapeutic dilantin levels,True,Hx of phototherapeutic keratectomy,0.9043582
reactions,True,Reactive confusion,0.909794
preexisting cognitive deficits,True,Preexisting hypertensive heart and CKD in childbirth,0.89884734
breakthrough seizures,True,Generalized epilepsy,0.90716517
facial twitching,True,Facial edema,0.9334575
new temporal lesions,True,Labial erosion,0.910323
new lesions,True,Nail disease,0.905059
sz effects in the left temporal lobe,True,Left visual cortex injury,0.90916747
a new lesion,True,Late lesion of pinta,0.90790397
malignant cells,True,Neoplasm,0.9300463
her MS,True,MSSA carrier,0.89587903
positive U/A,True,Stool DNA test positive,0.90206164
her altered mental status,True,"Mental status, transient alteration",0.9142579
Memory loss,True,Memory loss,1.0000002
